paper_id
290
330
332
450
452
506
623
675
772
789
876
1093
1128
1195
1244
1286
1439
1528
1824
2059
2214
2467
2505
2629
2660
2686
3629
3718
3872
3974
4129
4460
4909
5549
5698
5797
5912
5927
5962
6127
6331
6338
6477
6536
6805
6839
6884
6888
6961
7146
7163
7164
7320
7363
7459
7488
7491
7578
7784
8074
8128
8453
9772
9851
10092
10305
10475
10504
10760
10761
10905
11252
11259
11267
11291
11304
11348
11417
11606
11661
11669
11897
11917
12074
12083
12154
12227
12402
12481
12574
12605
12663
12828
12938
13095
13096
13196
13480
13611
13617
13653
13737
13801
14282
14463
14622
14732
14803
14827
14934
15215
15259
15444
15504
15512
15534
15607
15656
15692
15876
16441
16489
16810
16839
17107
17211
17351
17459
17513
17600
17621
17649
17806
18060
18251
18305
18545
18643
18718
18769
19071
19122
19373
19423
19424
19621
19861
20297
20645
20719
20848
21109
21147
21231
21250
21590
21759
21814
21816
21889
22128
22371
22568
22841
23088
23267
23311
23421
23502
23621
23819
23960
24682
25099
25463
25904
26051
26226
26851
26999
27674
27948
28013
28388
28438
28502
28568
28570
28836
28997
29734
29737
30005
30507
30564
