author_i,year,high_sim_count,avg_similarity,trend
3841,2005,2,.91822767,
3841,2011,2,.9200871,
3850,2006,1,.89700675,
3857,2016,1,.91822731,
3857,2017,1,.88992888,0
3858,2008,1,.87579876,
3862,2005,4,.86187625,
3862,2008,1,.94488525,
3862,2009,3,.89013618,2
3862,2010,1,.85411704,-2
3862,2011,1,.85297668,0
3862,2015,1,.8870728,
3862,2020,1,.8743484,
3863,2000,2,.92550969,
3863,2002,1,.8914935,
3863,2007,1,.86438966,
3863,2009,1,.94293571,
3863,2012,2,.87601441,
3867,2011,1,.87621772,
3868,2004,1,.86082584,
3869,2008,2,.86960143,
3869,2009,3,.88094813,1
3869,2010,1,.88004816,-2
3869,2011,1,.85942346,0
3869,2012,1,.89244413,0
3869,2014,1,.87124681,
3869,2019,2,.90419114,
3869,2021,1,.9103061,
3874,2011,1,.8698957,
3874,2012,2,.8799209,1
3874,2013,2,.85209358,0
3874,2015,2,.87271929,
3874,2017,2,.90914607,
3874,2018,2,.87817895,0
3874,2020,1,.90346718,
3874,2023,1,.87148118,
3877,2004,5,.87840527,
3877,2005,1,.93785757,-4
3877,2007,1,.86055225,
3877,2011,2,.85904038,
3877,2012,6,.87553871,4
3877,2013,2,.87080687,-4
3877,2015,1,.87624156,
3877,2017,1,.9075948,
3903,2015,1,.90176266,
3903,2021,1,.89028198,
3913,1999,1,.87507623,
3913,2002,3,.90589869,
3913,2004,23,.88379371,
3913,2005,7,.86559504,-16
3913,2006,4,.86828816,-3
3913,2008,11,.86977631,
3913,2009,9,.88026321,-2
3913,2010,1,.87514758,-8
3913,2011,16,.87886477,15
3913,2012,12,.88157606,-4
3913,2013,6,.88315761,-6
3913,2014,1,.87721992,-5
3913,2015,3,.88636887,2
3913,2016,3,.8674103,0
3913,2017,6,.8907212,3
3913,2018,1,.85394263,-5
3913,2020,1,.87886959,
3913,2021,1,.88732421,0
3926,2019,1,.8596822,
3929,2010,1,.89710182,
3932,1992,1,.85761684,
3934,2006,1,.90352476,
3939,2020,1,.90915966,
3944,2019,1,.87859231,
3944,2021,1,.89918315,
3946,2015,1,.86270344,
3946,2016,1,.8781268,0
3953,2018,1,.8507154,
3954,2007,3,.9031201,
3969,1989,1,.8605516,
3971,2017,1,.91177893,
3972,2016,1,.92109239,
3981,2004,3,.87617099,
3981,2007,4,.8928352,
3981,2008,1,.8956188,-3
3983,2015,1,.93321872,
3997,2019,1,.90844232,
4031,2017,1,.90992773,
4033,2013,1,.87187314,
4050,2006,1,.91959435,
4051,2013,1,.95156741,
4060,2018,1,.85068488,
4076,2021,1,.90618134,
