author_i,year,high_sim_count,avg_similarity,trend
7651,2009,1,.85687399,
7655,2014,1,.88758153,
7655,2015,1,.87512469,0
7661,1992,1,.94450045,
7663,1982,1,.85883027,
7663,1987,1,.9187305,
7670,2010,3,.88506883,
7670,2013,2,.8796019,
7670,2019,1,.89456475,
7675,2011,1,.85371763,
7675,2013,1,.8558709,
7675,2014,1,.87278664,0
7680,2016,1,.8532694,
7683,1994,1,.85548562,
7683,1996,1,.93019569,
7711,2020,1,.88676101,
7730,2009,1,.87176144,
7730,2013,1,.88191175,
7744,2016,1,.89051473,
7744,2020,1,.86281931,
7746,2010,1,.86426145,
7746,2014,1,.93375486,
7746,2015,1,.91723061,0
7746,2016,1,.92075622,0
7747,2017,1,.87886012,
7753,2012,1,.88900816,
7790,2017,1,.91475797,
7799,2009,1,.86087662,
7801,2017,1,.89550084,
7803,2020,1,.85852635,
7805,2014,1,.85366201,
7805,2017,1,.91781348,
7819,1995,1,.88864446,
7819,1996,1,.9276408,0
7819,1997,1,.88165689,0
7819,1999,1,.85875583,
7819,2000,1,.88070405,0
7831,2000,2,.91704279,
7831,2003,1,.95153457,
7831,2006,7,.89493805,
7874,2010,1,.85496914,
7877,2006,1,.85274792,
7878,2008,4,.87687486,
7878,2010,1,.86685961,
7878,2018,1,.8645764,
7881,2008,1,.95526004,
7886,2021,1,.85743272,
7895,2020,1,.86135674,
7905,2011,1,.85353529,
7905,2013,1,.85877544,
7906,2006,1,.86052704,
7906,2011,1,.91064775,
7907,2006,1,.8639847,
7924,2012,1,.90300274,
7927,2012,1,.85563195,
7930,2008,2,.90228236,
7930,2009,1,.92291993,-1
7930,2011,1,.88361073,
7934,2017,2,.88222182,
7935,2003,1,.93778074,
7935,2008,1,.95894945,
7937,2014,1,.87484282,
7954,2013,1,.89667904,
7956,2020,1,.85431719,
7958,2011,1,.86551762,
7958,2012,1,.86756992,0
7958,2013,1,.89972913,0
7958,2015,1,.88841599,
7962,2011,3,.8653059,
7968,2004,1,.93257058,
7968,2006,1,.86554468,
7968,2014,1,.91637981,
7970,2016,1,.86612773,
7974,2016,1,.85627431,
7981,2018,1,.8802942,
7991,2018,1,.87014079,
8001,2002,1,.88429248,
8007,2006,1,.89312053,
8007,2011,1,.86073458,
8007,2013,1,.85767663,
8007,2017,1,.8649472,
8008,2000,1,.92058825,
8008,2004,4,.88951147,
8008,2005,5,.86780894,1
8008,2009,1,.91628444,
8008,2010,1,.85519677,0
8034,2017,1,.92041779,
8034,2021,1,.91040552,
8037,2014,1,.88814461,
8037,2017,1,.90653896,
8037,2020,2,.8632679,
8044,2015,1,.88184488,
8058,2017,2,.88593912,
8059,1986,2,.91389531,
8059,1987,1,.92658079,-1
8059,1990,1,.86528003,
8059,1993,1,.8511675,
8059,1999,2,.91103721,
8059,2000,1,.88607502,-1
8059,2001,2,.89632857,1
8059,2006,1,.9337905,
8059,2007,1,.88182205,0
8059,2008,1,.85108179,0
8061,1986,5,.8744356,
8061,1987,5,.86693215,0
8061,1988,1,.85950947,-4
8061,1989,2,.88896382,1
8061,1991,3,.87819695,
8061,1994,2,.9051652,
8061,1996,1,.87682903,
8061,2001,1,.86680579,
8061,2002,2,.89885414,1
8061,2003,1,.89485604,-1
8061,2007,1,.87264478,
8061,2008,1,.94419491,0
8061,2012,1,.86279237,
8061,2015,1,.87716579,
8078,2018,1,.88036793,
8078,2019,1,.90383852,0
8081,2000,1,.86794317,
8093,2005,1,.89879978,
8103,2019,1,.85949665,
8104,2010,1,.92721438,
8131,2009,1,.86381519,
8138,2006,3,.87208468,
8138,2011,1,.86413538,
8138,2013,1,.88236666,
8138,2014,1,.85377502,0
8140,2004,1,.85622966,
8140,2012,3,.86616695,
8140,2015,2,.88185,
8140,2016,1,.88673317,-1
8145,2010,1,.91082323,
8148,2004,1,.91886538,
8148,2009,1,.85031474,
8148,2015,1,.85734606,
8148,2017,1,.90352553,
8148,2018,1,.89128017,0
8151,2007,3,.87976378,
8151,2016,1,.85446143,
8152,1993,1,.85721141,
8152,1997,1,.86195111,
8152,2000,1,.86031383,
8152,2001,1,.85339618,0
8158,2010,1,.85370308,
8158,2015,1,.85729682,
8170,2012,1,.93025029,
8172,1982,2,.88257658,
8173,2009,1,.86871517,
8173,2016,1,.87988931,
8177,2011,1,.89932412,
8185,2009,1,.91128683,
8195,2004,1,.85017937,
8195,2006,1,.875669,
8195,2015,1,.85827303,
8200,2013,1,.90112591,
8206,2006,1,.85639584,
8206,2007,1,.89907688,0
8206,2008,1,.85172296,0
8206,2009,5,.86423284,4
8206,2011,2,.8898412,
8206,2012,5,.86531335,3
8206,2013,2,.85782278,-3
8206,2015,2,.85851789,
8206,2016,2,.93030357,0
8206,2017,3,.87060297,1
8206,2019,1,.90107614,
8210,2008,1,.87941396,
8221,2007,1,.85221517,
8221,2010,1,.88036716,
8221,2012,1,.87153167,
8221,2018,1,.87992555,
8223,2001,1,.85158306,
8223,2005,2,.87408912,
8223,2006,1,.86423331,-1
8223,2010,1,.8890934,
8224,2005,9,.89668822,
8224,2006,8,.88600874,-1
8224,2007,2,.86634839,-6
8224,2009,3,.89390439,
8224,2010,2,.88015085,-1
8224,2011,1,.8789475,-1
8224,2012,1,.86150074,0
8224,2013,2,.86577809,1
8224,2015,2,.90077686,
8224,2016,1,.87376052,-1
8224,2017,1,.86923206,0
8224,2020,1,.85055715,
8228,2015,1,.85142416,
8228,2018,1,.90734911,
8228,2021,1,.85817933,
8229,2010,1,.89429039,
8229,2014,1,.87502009,
8230,2013,1,.89224559,
8230,2014,2,.85131371,1
8230,2016,1,.93140459,
8230,2017,1,.8676666,0
8231,2008,2,.89079255,
8231,2016,1,.88230395,
8232,2011,1,.88405633,
8232,2015,1,.86320555,
8232,2016,1,.91822731,0
8232,2018,1,.89838064,
8235,2016,2,.89573646,
8236,2013,1,.90181494,
8236,2018,1,.93031931,
8238,1997,3,.86933488,
8238,1999,1,.88190585,
8238,2001,1,.8783372,
8238,2003,1,.87940836,
8238,2004,1,.89984637,0
8238,2005,2,.85617292,1
8238,2010,1,.85511374,
8238,2012,1,.88519609,
8239,2015,1,.91061449,
8239,2016,1,.91575181,0
8240,2019,1,.85851115,
8246,1994,1,.87975508,
8246,1996,2,.87997586,
8246,2001,1,.86724925,
8246,2004,5,.89921445,
8246,2006,4,.89556766,
8246,2007,3,.88255399,-1
8246,2009,1,.85269737,
8246,2011,1,.90845197,
8246,2012,1,.85005224,0
8246,2013,6,.8858363,5
8246,2014,1,.86551625,-5
8246,2015,3,.86828119,2
8246,2017,1,.87214202,
8246,2020,1,.89327723,
8246,2022,1,.87256199,
8252,1980,1,.88511324,
8252,1983,1,.86342865,
8252,1994,1,.86077988,
8254,2002,1,.87286007,
8255,2013,1,.93509227,
8255,2015,1,.8961246,
8255,2021,1,.89028198,
8255,2022,1,.9357965,0
8256,2012,1,.86132777,
8261,1998,1,.87774229,
8261,2010,1,.85496914,
8262,2000,2,.92550969,
8264,2006,1,.85115045,
8264,2008,1,.86352456,
8264,2010,1,.88380945,
8264,2011,1,.88502753,0
8264,2014,1,.86041337,
8264,2018,1,.91780275,
8264,2020,1,.86564636,
8265,2012,1,.92019999,
8265,2015,2,.87136769,
8268,2012,1,.88939404,
8268,2018,1,.902538,
8269,1991,1,.91725194,
8273,2010,1,.87346864,
8273,2011,11,.90028155,10
8273,2013,1,.89559269,
8273,2014,8,.89547223,7
8273,2015,3,.86593044,-5
8273,2017,1,.8770687,
8273,2018,2,.89059007,1
8273,2019,2,.8967064,0
8273,2020,2,.91015196,0
8273,2021,1,.8880716,-1
8277,2002,1,.85420209,
8311,2008,1,.91297841,
8315,2015,1,.88218784,
8319,2010,1,.87814152,
8330,2007,1,.85908759,
8353,2000,1,.89804834,
8395,2006,1,.8647064,
8395,2013,1,.86335337,
8418,2005,1,.85302186,
8437,2007,1,.88945866,
8437,2009,1,.93237072,
8444,2013,1,.86463636,
8444,2014,4,.92224413,3
8444,2016,1,.94816542,
8444,2018,1,.88475186,
8447,1979,8,.88969791,
8447,1980,6,.88346231,-2
8447,1981,2,.88623965,-4
8447,1983,3,.88939065,
8447,1991,2,.89734465,
8447,1994,4,.88241899,
8447,1996,1,.85571909,
8447,1999,1,.9274615,
8447,2004,3,.89898056,
8447,2006,4,.87554234,
8447,2009,1,.85319006,
8447,2011,1,.91013056,
8447,2012,1,.88387179,0
8454,2009,1,.88449478,
8454,2011,1,.91699839,
8454,2013,1,.95889211,
8455,2015,1,.92408681,
8455,2019,2,.86854404,
8460,2009,1,.9198035,
8472,2009,1,.85915238,
8476,2008,1,.89360642,
8478,2005,1,.87680864,
8484,2004,1,.88747567,
8484,2009,1,.850218,
8484,2016,1,.93330449,
8484,2020,1,.88111466,
8487,2010,1,.88566464,
8488,1981,1,.87914205,
8492,2012,1,.85493946,
8498,2019,1,.89381146,
8504,2000,1,.90905249,
8504,2004,2,.87504292,
8504,2005,1,.86705959,-1
8504,2009,4,.89908689,
8504,2011,1,.8688426,
8504,2013,3,.90013134,
8506,2019,3,.9305653,
8506,2020,1,.87044144,-2
8506,2022,1,.96180457,
8507,2019,1,.85589647,
8509,2014,1,.88550544,
8544,1999,1,.9196046,
8548,2021,1,.8839646,
8552,2020,1,.86836725,
8554,2006,1,.85452497,
8568,2017,1,.912485,
8570,2010,1,.89908153,
8587,2017,1,.94313943,
8587,2018,1,.88731647,0
8591,2010,1,.91473949,
8591,2012,1,.92278326,
8610,2013,1,.87168241,
8610,2015,1,.85499322,
8637,2016,1,.9449175,
8642,2018,1,.85870701,
8645,2020,1,.86480188,
8646,2018,1,.87991166,
8648,2020,3,.87617993,
8648,2021,2,.8704344,-1
8660,2018,1,.85867059,
8662,2015,1,.86646295,
8673,2020,1,.85297561,
8674,2015,1,.85621727,
8674,2019,1,.87619388,
8693,2017,1,.86619949,
8695,2009,1,.88121724,
8695,2013,1,.85347068,
8695,2016,1,.89056492,
8697,2004,1,.90611327,
8700,2010,1,.88360155,
8700,2012,1,.86937296,
8700,2014,3,.89657015,
8704,2008,6,.88415706,
8704,2009,1,.90685219,-5
8704,2010,1,.8769058,0
8704,2013,2,.88937831,
8704,2014,1,.88384444,-1
8704,2015,1,.88218236,0
8704,2019,1,.88205534,
8704,2020,1,.9052189,0
8707,2008,2,.90370572,
8707,2009,1,.8788054,-1
8707,2010,1,.86777961,0
8707,2012,1,.89458978,
8707,2013,1,.85022712,0
8707,2015,4,.88430524,
8707,2018,1,.86636972,
8707,2019,1,.87619388,0
8708,2020,1,.910326,
8712,1999,1,.88803983,
8712,2000,4,.90736198,3
8712,2006,2,.8892709,
8712,2009,1,.87307322,
8712,2012,1,.8511706,
8712,2015,1,.93735015,
8712,2017,1,.88722205,
8731,1990,1,.87012482,
8731,1994,1,.89028728,
8731,1998,1,.91613209,
8731,2000,1,.96319538,
8731,2006,1,.90220338,
8731,2007,2,.86943454,1
8731,2008,1,.92859471,-1
8733,2001,1,.85326225,
8733,2004,1,.85749722,
8733,2005,4,.88817513,3
8733,2007,1,.8694067,
8733,2008,1,.85164952,0
8733,2015,1,.93835956,
8733,2018,1,.90995407,
8735,2011,3,.86758918,
8735,2012,1,.88177663,-2
8735,2013,2,.87918466,1
8735,2014,1,.8518157,-1
8735,2015,1,.86059707,0
8736,1980,4,.89034873,
8736,1981,1,.90423107,-3
8736,1994,1,.86785972,
8741,2005,4,.87885332,
8742,1987,1,.88676155,
8742,1989,2,.87424368,
8742,1994,1,.92974758,
8742,1999,1,.95655596,
8743,2007,1,.8628701,
8743,2010,2,.89066184,
8743,2016,1,.89457524,
8743,2017,1,.87886012,0
8747,2018,1,.9038505,
8747,2021,1,.91057074,
8766,2010,1,.86125565,
8766,2011,1,.86168993,0
8766,2015,1,.94009393,
8771,2009,1,.85299802,
8772,2008,2,.86799222,
8772,2009,1,.86379135,-1
8772,2015,1,.85512501,
8772,2016,1,.85880995,0
8772,2017,1,.89895165,0
8772,2019,1,.85201597,
8776,2015,1,.90228105,
8781,2016,1,.86186814,
8787,2008,1,.86522698,
8787,2011,1,.85241985,
8787,2018,1,.89406967,
8801,2015,1,.92712855,
8801,2016,1,.88559163,0
8801,2017,2,.91227657,1
8801,2018,1,.87389874,-1
8817,2014,5,.9071427,
8817,2015,4,.88470203,-1
8817,2019,1,.85044372,
8827,2008,1,.85937095,
8828,1981,1,.9405266,
8847,2013,1,.91719371,
8847,2014,1,.86603612,0
8847,2020,1,.85219175,
8858,2015,1,.94009393,
8877,2011,1,.88475895,
8879,2018,3,.8888346,
8896,1996,1,.93326682,
8896,1999,1,.85051912,
8896,2004,1,.85005832,
8901,2011,1,.86835837,
8901,2012,1,.89316773,0
8901,2014,1,.86095321,
8926,2005,1,.94478118,
8928,2005,2,.87072229,
8928,2007,1,.86678851,
8928,2009,1,.92928004,
8935,1996,1,.94252604,
8935,1998,1,.88164967,
8948,2014,1,.88417625,
8960,1991,1,.88723707,
8960,1997,2,.90049607,
8964,2008,1,.90125108,
8966,2010,1,.90406263,
8969,2007,1,.90831244,
8973,2012,1,.88984764,
8977,2013,3,.86513197,
8983,2004,1,.93212789,
8984,1999,1,.86717194,
8984,2000,1,.87229353,0
8985,2006,1,.8561942,
8985,2011,1,.8524524,
8985,2015,1,.85865474,
8992,2020,2,.8828153,
8992,2021,1,.86173654,-1
8994,2012,1,.92764521,
8997,2016,1,.904217,
9000,2005,1,.85772127,
9000,2007,1,.8788023,
9000,2009,2,.88221627,
9000,2015,1,.8509258,
9000,2017,1,.88722205,
9002,2007,3,.91689903,
9002,2009,3,.91922569,
9002,2012,2,.92686552,
9018,2013,1,.86558592,
9019,1989,2,.87314796,
9019,1990,2,.8561638,0
9019,1991,1,.87390584,-1
9019,1992,1,.85328043,0
9019,1993,3,.87823647,2
9019,1994,1,.8551414,-2
9019,1996,3,.87400842,
9019,1998,2,.87323242,
9019,2000,1,.87323672,
9019,2004,2,.86148751,
9019,2006,1,.88710034,
9019,2011,2,.89664298,
9019,2017,2,.89177996,
9019,2018,2,.88423526,0
9019,2019,1,.86026269,-1
9019,2023,1,.89107847,
9034,2016,1,.85963738,
9034,2020,1,.94134784,
9042,1998,1,.86167216,
9051,2018,1,.85579318,
9056,2007,1,.88299024,
9056,2010,2,.94019568,
9056,2012,1,.89188832,
9056,2013,1,.87240446,0
9056,2017,1,.92540807,
9056,2021,1,.94646084,
9059,2000,1,.88136601,
9059,2002,1,.87466073,
9059,2004,1,.89075959,
9085,2005,1,.88550729,
9087,2018,1,.88915622,
9087,2019,1,.8861714,0
9087,2020,1,.85343212,0
9088,2013,1,.86422515,
9092,2008,3,.8904072,
9092,2011,1,.91735971,
9094,2009,1,.91227478,
9094,2014,1,.86949432,
9097,1980,1,.86993408,
9097,1982,3,.85653102,
9097,1985,5,.87225401,
9097,1986,1,.85317576,-4
9097,1989,3,.88150126,
9097,1991,6,.87559336,
9097,1992,1,.91548836,-5
9097,1997,1,.8805722,
9097,2000,2,.882213,
9111,2018,1,.85597616,
9124,2021,1,.91933185,
9131,1980,1,.86236656,
9131,1981,1,.86338568,0
9131,1982,3,.87598741,2
9131,1984,2,.86757481,
9131,1986,2,.85684788,
9131,1988,1,.95863736,
9131,1990,1,.89410794,
9131,1994,1,.8699016,
9131,1996,1,.85387468,
9131,2001,1,.88538539,
9131,2003,10,.88824576,
9131,2004,1,.86906779,-9
9131,2005,2,.86193907,1
9131,2006,1,.85452497,-1
9131,2007,2,.87952298,1
9131,2009,4,.86452287,
9131,2010,1,.85592663,-3
9131,2011,1,.96352017,0
9131,2012,3,.87965012,2
9131,2014,1,.86683112,
9131,2015,10,.8935262,9
9131,2016,1,.85794532,-9
9131,2017,1,.88140839,0
9131,2020,1,.91093653,
9131,2021,1,.86882687,0
9131,2023,1,.91976011,
9132,2010,1,.87462038,
9139,2016,1,.85007083,
9139,2019,1,.86431462,
9139,2020,1,.87915874,0
9143,2008,2,.90172434,
9143,2011,1,.9043901,
9143,2013,1,.86209321,
9146,2006,1,.92670119,
9146,2015,1,.9048214,
9154,2011,1,.92677438,
9154,2013,1,.90686506,
9157,1997,1,.86197507,
9157,1998,2,.86651719,1
9157,1999,1,.87692881,-1
9157,2000,1,.86702418,0
9157,2001,1,.91157305,0
9157,2004,1,.86475575,
9157,2005,6,.8882882,5
9157,2006,2,.8933863,-4
9157,2008,2,.88029647,
9157,2011,2,.88734215,
9157,2013,1,.88236666,
9157,2014,1,.86342967,0
9157,2015,2,.88312376,1
9170,2006,4,.86649686,
9174,2010,1,.86887026,
9186,2011,3,.88973582,
9186,2012,1,.89382887,-2
9189,1987,1,.87507033,
9189,1999,1,.85823995,
9189,2007,1,.88692188,
9189,2012,1,.86494362,
9193,2010,1,.85318196,
9194,2009,1,.86256385,
9215,2011,1,.89690346,
9216,2007,1,.86707503,
9222,1994,1,.94192886,
9222,2011,1,.89430022,
9224,2016,1,.91817451,
9224,2020,1,.8570956,
9228,1986,1,.86389762,
9229,2012,1,.85219991,
9231,2015,1,.85648912,
9231,2018,1,.91896296,
9232,1991,1,.91346991,
9232,1999,1,.86710453,
9232,2014,1,.90830147,
9232,2015,1,.85921454,0
9232,2016,1,.85446143,0
9232,2017,1,.89239025,0
9232,2019,1,.88598526,
9232,2020,1,.94083536,0
9232,2021,1,.95106214,0
9243,2008,4,.87532449,
9245,1986,1,.85539699,
9245,1991,1,.88224041,
9245,1993,1,.88516212,
9245,2003,1,.8517682,
9245,2005,1,.87325883,
9245,2008,1,.95522439,
9246,2010,1,.89547592,
9246,2017,1,.912485,
9246,2019,1,.92678672,
9246,2021,1,.95106214,
9253,2011,1,.86409247,
9263,2006,1,.8629424,
9263,2017,1,.87187463,
9269,2006,1,.85639584,
9279,2014,1,.88343066,
9279,2018,1,.88022596,
9282,1984,6,.87714714,
9286,2019,1,.9101218,
9287,2019,1,.86445725,
9292,1994,1,.88416195,
9297,2016,1,.88512993,
9298,2022,1,.93276244,
9301,2006,1,.94642186,
9301,2009,1,.85957003,
9301,2015,1,.88218784,
9308,2014,1,.88366085,
9311,2013,1,.91631413,
9312,2004,3,.88774002,
9312,2005,1,.90030938,-2
9312,2011,1,.89690346,
9317,2009,1,.90825105,
9317,2012,1,.85227448,
9317,2018,1,.90471292,
9323,2017,1,.85271883,
9333,2014,1,.85172975,
9336,2014,1,.8654424,
9337,2012,1,.91461402,
9337,2016,1,.87280715,
9346,2004,2,.87664741,
9346,2008,2,.90421361,
9346,2009,1,.88513827,-1
9346,2013,1,.95889211,
9348,2003,1,.88846493,
9357,2015,2,.88419056,
9357,2018,1,.87275708,
9364,2016,1,.89308029,
9389,2009,6,.89767873,
9389,2010,1,.89877051,-5
9389,2015,1,.85146803,
9389,2019,1,.88332701,
9389,2021,1,.85144717,
9421,2015,1,.86107701,
9431,2006,1,.90637517,
9436,2009,1,.89913988,
9445,2006,1,.88863033,
9445,2007,1,.86312151,0
9445,2009,3,.872765,
9446,2005,1,.85862947,
9453,1996,3,.90644336,
9453,1998,6,.88191819,
9453,1999,9,.89216501,3
9453,2000,4,.91451156,-5
9453,2001,2,.855102,-2
9453,2002,1,.87189245,-1
9453,2003,4,.8622607,3
9453,2005,23,.8779521,
9453,2006,21,.8784433,-2
9453,2007,1,.91270447,-20
9453,2008,3,.8611443,2
9453,2009,18,.87804079,15
9453,2010,11,.8843233,-7
9453,2011,5,.86754453,-6
9453,2012,5,.87402511,0
9453,2013,5,.8779884,0
9453,2014,6,.88077104,1
9453,2015,2,.86506045,-4
9453,2016,3,.88424921,1
9453,2017,3,.88098747,0
9453,2018,3,.89929605,0
9453,2019,3,.88641465,0
9453,2021,1,.89314002,
9456,2004,9,.8896879,
9456,2006,3,.88826698,
9456,2011,1,.86709249,
9456,2014,2,.87081289,
9456,2015,1,.86645818,-1
9456,2017,1,.89802009,
9462,2009,1,.87574321,
9463,2001,1,.93807793,
9464,2016,1,.90327877,
9465,2015,1,.87342793,
9480,2018,1,.86604625,
9482,2010,2,.89704478,
9482,2012,1,.90759557,
9482,2013,1,.87106645,0
9482,2015,2,.89280379,
9510,2008,5,.87637985,
9510,2009,4,.89222586,-1
9510,2012,2,.87896341,
9510,2014,1,.89233851,
9513,1991,1,.87189633,
9513,1997,1,.91563928,
9513,2005,3,.86828923,
9513,2020,1,.85458624,
9513,2022,1,.86945629,
9519,2017,1,.90505159,
9519,2020,2,.90177327,
9521,2015,1,.88486898,
9521,2019,1,.92522991,
9522,1997,1,.87834293,
9522,2000,1,.88884687,
9522,2005,6,.88860893,
9522,2006,4,.91066855,-2
9522,2009,8,.88075143,
9522,2010,1,.8749513,-7
9522,2012,3,.88641679,
9522,2013,3,.90960419,0
9522,2014,2,.88074088,-1
9522,2015,1,.93340939,-1
9522,2016,4,.908333,3
9522,2017,3,.87997741,-1
9522,2018,1,.85399759,-2
9522,2020,1,.89378989,
9522,2022,1,.93276244,
9524,1992,1,.86021411,
9524,1993,1,.85460967,0
9524,1996,1,.86823678,
9524,2004,1,.86386383,
9524,2007,1,.85217196,
9524,2009,3,.86249572,
9524,2011,1,.87136388,
9524,2016,1,.8519544,
9525,2017,10,.88816953,
9525,2020,2,.89342892,
9525,2021,3,.87322921,1
9527,1993,1,.85541022,
9527,1997,1,.91359913,
9527,2016,1,.86407137,
9528,2004,1,.87255597,
9534,2014,1,.86240029,
9534,2017,2,.8907451,
9534,2019,2,.85637164,
9541,1989,2,.86419791,
9541,1990,2,.86849046,0
9541,2004,2,.88190269,
9541,2005,1,.8575604,-1
9541,2006,1,.87325215,0
9541,2007,1,.866166,0
9541,2017,1,.87252611,
9541,2018,1,.86081272,0
9541,2020,4,.88207316,
9543,1997,1,.90359515,
9543,1999,1,.85280192,
9546,1983,3,.91938049,
9546,1985,1,.94558191,
9546,1986,4,.8978703,3
9546,1987,2,.91762805,-2
9546,1989,1,.86015314,
9546,1991,1,.86192924,
9546,2004,1,.86591393,
9546,2009,1,.89755762,
9546,2011,1,.85664111,
9546,2013,1,.95156741,
9546,2017,1,.85357678,
9548,1978,1,.89943153,
9548,1979,1,.88485038,0
9552,2017,1,.87187463,
9555,2004,1,.93832576,
9555,2009,1,.85126483,
9555,2011,1,.85224301,
9556,1984,4,.89565957,
9556,1986,3,.87137902,
9556,1987,2,.90808594,-1
9556,1988,2,.90810847,0
9556,1989,1,.91566515,-1
9556,1990,5,.89337087,4
9556,1991,1,.88275743,-4
9556,1992,3,.86637044,2
9556,1993,5,.88354844,2
9556,1994,3,.87300974,-2
9556,1997,2,.92051244,
9556,1998,2,.86563778,0
9556,2000,1,.88030255,
9556,2001,1,.90920281,0
9556,2004,2,.9280315,
9556,2005,2,.92480159,0
9556,2006,3,.87786973,1
9556,2007,3,.89197606,0
9556,2008,1,.86931348,-2
9556,2009,2,.8803252,1
9556,2010,1,.87125337,-1
9556,2011,1,.86013764,0
9556,2012,2,.90169579,1
9556,2013,1,.86351901,-1
9556,2015,4,.87109518,
9556,2016,1,.87625581,-3
9556,2018,1,.9038505,
9556,2019,1,.90752947,0
9556,2021,1,.86595309,
9556,2023,1,.85770744,
9557,1998,1,.95575631,
9559,2015,1,.8721683,
9565,2005,5,.88730085,
9566,1993,3,.87254345,
9566,1996,1,.89165592,
9569,2011,5,.92283034,
9569,2013,1,.90017289,
9575,1988,1,.87320352,
9575,1990,2,.90796226,
9575,1996,9,.892232,
9575,1997,1,.90182459,-8
9575,1998,1,.85735309,0
9575,1999,2,.89283884,1
9575,2000,2,.86504835,0
9575,2002,1,.85609895,
9575,2004,2,.89276385,
9575,2005,1,.9198457,-1
9575,2006,2,.8702752,1
9575,2008,2,.88291621,
9575,2011,1,.88206053,
9575,2013,1,.89186472,
9580,2008,1,.852036,
9580,2011,2,.89750862,
9580,2012,1,.87508416,-1
9580,2013,1,.85539472,0
9580,2015,1,.89914918,
9582,1998,1,.93397498,
9587,2009,2,.90490556,
9587,2012,4,.90960872,
9587,2013,6,.88207603,2
9587,2014,2,.8999716,-4
9587,2016,2,.90848559,
9587,2017,2,.88593912,0
9589,2005,1,.86741555,
9589,2012,1,.8716917,
9589,2013,1,.89983845,0
9589,2014,1,.8518157,0
9589,2017,1,.8676666,
9605,2000,1,.93338227,
9605,2005,7,.90106416,
9605,2006,1,.87192845,-6
9605,2007,1,.9199568,0
9605,2010,2,.85914969,
9605,2013,1,.91395664,
9605,2016,10,.89100981,
9605,2017,4,.87394059,-6
9605,2019,3,.89361542,
9605,2020,1,.89378989,-2
9608,2004,1,.86498499,
9608,2008,1,.93275476,
9612,2015,1,.90884149,
9612,2018,2,.94386053,
9612,2019,1,.95967853,-1
9617,1997,4,.90571618,
9617,1999,5,.9197877,
9617,2004,3,.90296245,
9617,2005,2,.90463376,-1
9623,1996,1,.88234782,
9624,2005,5,.87062103,
9624,2006,1,.85352409,-4
9624,2010,1,.85224855,
9624,2011,1,.89384258,0
9624,2012,1,.86845213,0
9624,2016,1,.91202235,
9624,2019,1,.88199115,
9625,1997,1,.85529566,
9625,2001,1,.91324264,
9625,2013,1,.91834569,
9629,2001,1,.86029625,
9637,2010,1,.86802745,
9638,1991,1,.86735547,
9639,2009,2,.88033468,
9639,2012,1,.86187458,
9639,2015,1,.87624466,
9641,2014,1,.87023979,
9644,2019,1,.89240801,
9645,2016,2,.87174475,
9645,2017,3,.88080138,1
9645,2018,1,.89349884,-2
9649,2011,1,.89870226,
9649,2015,1,.90076977,
9649,2016,1,.88060224,0
9650,1982,1,.86481732,
9651,2000,1,.85555393,
9651,2007,1,.86556727,
9653,2008,1,.85490292,
9653,2017,1,.93593657,
9655,1993,1,.86885244,
9655,2002,2,.87949413,
9655,2005,2,.8848604,
9655,2006,1,.86052704,-1
9655,2007,1,.89317071,0
9655,2009,1,.86673927,
9655,2011,1,.91064775,
9661,2006,1,.85552806,
9661,2008,1,.88959783,
9661,2009,11,.87304431,10
9661,2011,1,.89284718,
9661,2017,1,.92737222,
9661,2020,1,.88825667,
9662,2008,1,.86249697,
9662,2018,1,.8564043,
9665,2004,2,.91845322,
9665,2011,1,.94860357,
9667,1982,1,.86071074,
9668,2018,2,.94386053,
9668,2019,1,.95967853,-1
9670,1993,1,.89172959,
9670,2016,1,.93034333,
9679,2013,1,.87699854,
9692,2013,1,.85507137,
9692,2016,1,.8581472,
9692,2018,2,.90483856,
9693,2001,1,.91678596,
9693,2004,2,.8613019,
9693,2005,1,.86229992,-1
9693,2006,10,.88814789,9
9693,2007,5,.86971074,-5
9693,2008,1,.85184693,-4
9693,2009,1,.87166977,0
9693,2011,3,.88020843,
9693,2013,1,.9320612,
9693,2014,1,.85576224,0
9693,2015,1,.87993598,0
9693,2019,1,.85094953,
9694,2008,1,.86442584,
9703,2004,1,.8500675,
9703,2008,1,.8558265,
9703,2009,1,.88802487,0
9710,1978,1,.88851714,
9712,1984,6,.88117826,
9712,1985,4,.89025128,-2
9712,1986,1,.85661477,-3
9712,1987,1,.91540778,0
9713,1980,1,.87260962,
9716,2004,4,.87516075,
9716,2005,3,.86776495,-1
9716,2012,1,.8998121,
9716,2014,1,.89250582,
9716,2016,1,.86406881,
9719,2015,1,.93340939,
9728,1994,1,.91473758,
9729,2005,1,.86040783,
9731,1987,1,.85832751,
9731,1994,4,.87963057,
9731,1997,1,.90251511,
9734,2004,1,.85107261,
9738,2011,1,.93738186,
9748,1985,4,.88653779,
9749,2015,1,.87384272,
9749,2016,1,.88200974,0
9749,2018,1,.86215693,
9749,2020,1,.91983926,
9750,2018,1,.89937437,
9752,1987,1,.85972917,
9759,2018,1,.93365335,
9759,2020,1,.897524,
9760,2015,1,.90983254,
9760,2018,1,.86151737,
9760,2020,1,.91124725,
9762,1990,1,.91812056,
9762,1991,2,.89549392,1
9762,1992,1,.85901451,-1
9762,1993,1,.88629198,0
9762,1994,5,.88672996,4
9762,1996,2,.86148095,
